year,age,sex,pop
1968,4,M,658771.9691614673
1968,5,F,830315.9443464248
1968,5,M,865233.2933446176
1968,6,F,788592.3245964336
1968,6,M,822434.4815833597
1968,7,F,772637.1415064553
1968,7,M,801980.0513488192
1968,8,F,735140.2956339695
1968,8,M,765776.9207548066
1968,9,F,810626.0563337636
1968,9,M,846137.6287142991
1968,10,F,758220.2640951764
1968,10,M,789161.2082325051
1968,11,F,791210.0581695568
1968,11,M,821391.9158876064
1968,12,F,789604.0469559528
1968,12,M,817204.65101793
1968,13,F,789724.6445148392
1968,13,M,818095.5890647434
1968,14,F,822239.2325129267
1968,14,M,852553.1236311982
1968,15,F,909040.9127796384
1968,15,M,937499.4554862209
1968,16,F,923477.0660811571
1968,16,M,943982.9153559437
1968,17,F,986016.6296687567
1968,17,M,1000157.6198390636
1968,18,F,1032455.8624757669
1968,18,M,1042193.9108710927
1968,19,F,1000604.4929989314
1968,19,M,1001268.217118994
1968,20,F,1084885.8421322014
1968,20,M,1075709.7982784398
1968,21,F,1245437.0542770023
1968,21,M,1228607.098142897
1968,22,F,1215676.8090538008
1968,22,M,1197914.062240377
1968,23,F,1134866.027328725
1968,23,M,1121458.8214858908
1968,24,F,664810.80294449
1968,24,M,654575.2291274312
1968,25,F,679814.771956719
1968,25,M,664599.9080816837
1968,26,F,803937.6207740162
1968,26,M,779575.7219627086
1968,27,F,804554.8085144155
1968,27,M,781041.4513177655
1968,28,F,871138.3844353352
1968,28,M,854473.6074716966
1968,29,F,1032008.1561136817
1968,29,M,1024647.6537638722
1968,30,F,931458.4662642347
1968,30,M,928799.3999203538
1968,31,F,756463.2418638286
1968,31,M,756310.8114175672
1968,32,F,836341.3191319329
1968,32,M,832694.0498468151
1968,33,F,841963.6604811042
1968,33,M,845304.5583423907
1968,34,F,789998.2379945938
1968,34,M,798514.2209623749
1968,35,F,791917.0993018864
1968,35,M,799354.9298352792
1968,36,F,825339.0475484545
1968,36,M,830369.7942719138
1968,37,F,810570.7052643201
1968,37,M,816578.1838518245
1968,38,F,786832.4193459568
1968,38,M,797891.3061029962
1968,39,F,782922.3804628379
1968,39,M,786583.2134584537
1968,40,F,736958.6382951646
1968,40,M,735831.4384096579
1968,41,F,699067.2185075496
1968,41,M,688138.2210210961
1968,42,F,680276.1509677226
1968,42,M,658558.6681469152
1968,43,F,674082.7605647626
1968,43,M,636368.5726101983
1968,44,F,675812.9532420087
1968,44,M,621763.1645189178
1968,45,F,664793.8666965012
1968,45,M,587412.6270740139
1968,46,F,602554.932254734
1968,46,M,505728.2446348046
1968,47,F,597811.2091200487
1968,47,M,445191.780066526
1968,48,F,577304.3235112958
1968,48,M,416839.4240083173
1968,49,F,547978.6921726936
1968,49,M,395698.84838093765
1968,50,F,577961.9578207657
1968,50,M,440331.3316376937
1968,51,F,471719.8918740941
1968,51,M,385529.75959355355
1968,52,F,479871.9509176485
1968,52,M,417279.2712584087
1968,53,F,488225.1289358848
1968,53,M,434126.14166840696
1968,54,F,496401.8860657129
1968,54,M,448643.76253104315
1968,55,F,448887.2575319421
1968,55,M,412437.66651272215
1968,56,F,493198.99969676
1968,56,M,438942.02637185884
1968,57,F,464487.1981456888
1968,57,M,407710.32057888526
1968,58,F,471148.56457947363
1968,58,M,406193.4927959465
1968,59,F,423513.86610386934
1968,59,M,370229.5219093181
1968,60,F,419844.4081235898
1968,60,M,370839.7878103668
1968,61,F,383740.4715968455
1968,61,M,345870.32233529666
1968,62,F,364580.85676505096
1968,62,M,337858.3470094678
1968,63,F,354338.24941161973
1968,63,M,332074.31266870134
1968,64,F,296634.21119767067
1968,64,M,284803.3274976044
1968,65,F,306932.5610915846
